"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"30.08.2022","11.907,24","11.999,94","12.026,39","11.913,25","","-0,73%"
"29.08.2022","11.994,80","11.930,70","12.053,33","11.861,22","","0,51%"
"26.08.2022","11.933,67","12.045,66","12.069,92","11.913,70","","-0,87%"
"25.08.2022","12.038,19","12.014,06","12.099,54","12.002,22","","0,26%"
"24.08.2022","12.007,30","11.947,86","12.045,46","11.924,93","","0,61%"
"23.08.2022","11.934,15","11.885,91","11.993,91","11.846,16","","0,40%"
"22.08.2022","11.887,16","11.909,08","11.933,87","11.822,42","","-0,06%"
"19.08.2022","11.894,55","11.932,81","11.983,53","11.896,47","","-0,30%"
"18.08.2022","11.930,20","11.959,78","12.033,97","11.912,11","","-0,14%"
"17.08.2022","11.947,47","12.053,47","12.070,77","11.931,66","","-0,85%"
"16.08.2022","12.049,78","12.054,09","12.102,12","12.023,34","","0,00%"
"15.08.2022","12.049,82","12.150,74","12.154,03","12.002,09","","-0,81%"
"12.08.2022","12.148,41","12.070,37","12.156,27","12.028,95","","0,68%"
"11.08.2022","12.066,59","12.053,63","12.125,08","12.017,76","","0,16%"
"10.08.2022","12.046,93","12.116,38","12.196,67","12.020,96","","-0,53%"
"09.08.2022","12.111,22","12.079,54","12.155,92","12.047,07","","0,31%"
"08.08.2022","12.073,88","11.992,74","12.090,07","11.975,19","","0,64%"
"05.08.2022","11.997,09","12.089,88","12.116,92","11.931,12","","-0,71%"
"04.08.2022","12.083,12","11.929,98","12.116,92","11.913,13","","1,34%"
"03.08.2022","11.923,13","11.888,29","11.970,04","11.847,83","","0,37%"
"02.08.2022","11.879,76","11.996,07","12.092,49","11.884,24","","-0,92%"
"01.08.2022","11.990,41","11.903,82","12.015,79","11.874,08","","0,71%"
"29.07.2022","11.905,88","11.847,39","11.921,17","11.821,59","","0,53%"
"28.07.2022","11.842,74","11.722,11","11.857,79","11.696,65","","1,08%"
"27.07.2022","11.716,11","11.615,85","11.763,85","11.563,59","","0,94%"
"26.07.2022","11.607,57","11.610,59","11.672,83","11.584,23","","0,02%"
"25.07.2022","11.604,72","11.667,49","11.712,10","11.575,95","","-0,41%"
"22.07.2022","11.652,46","11.629,51","11.744,42","11.589,59","","0,28%"
"21.07.2022","11.619,48","11.462,62","11.643,51","11.375,28","","1,42%"
"20.07.2022","11.456,74","11.544,57","11.579,59","11.434,50","","-0,68%"
"19.07.2022","11.535,25","11.524,57","11.585,05","11.496,97","","0,16%"
"18.07.2022","11.516,62","11.541,36","11.612,88","11.505,97","","-0,17%"
"15.07.2022","11.536,28","11.552,50","11.584,34","11.478,08","","-0,07%"
"14.07.2022","11.544,89","11.660,33","11.669,96","11.483,80","","-0,94%"
"13.07.2022","11.654,80","11.604,49","11.725,59","11.499,84","","0,45%"
"12.07.2022","11.602,50","11.649,61","11.713,24","11.575,08","","-0,36%"
"11.07.2022","11.644,99","11.668,88","11.708,75","11.629,13","","-0,16%"
"08.07.2022","11.663,08","11.662,25","11.732,42","11.615,39","","0,09%"
"07.07.2022","11.653,08","11.666,25","11.722,82","11.649,00","","-0,02%"
"06.07.2022","11.655,59","11.859,53","11.914,70","11.616,58","","-1,64%"
"05.07.2022","11.849,65","12.118,62","12.134,26","11.850,36","","-2,23%"
"04.07.2022","12.120,18","12.144,90","12.151,59","12.062,48","","-0,08%"
"01.07.2022","12.130,36","12.105,41","12.143,75","11.960,59","","0,25%"
"30.06.2022","12.099,66","12.179,36","12.224,79","12.077,99","","-0,62%"
"29.06.2022","12.175,17","12.206,95","12.268,37","12.138,08","","-0,18%"
"28.06.2022","12.196,98","12.197,18","12.257,25","12.180,84","","0,07%"
"27.06.2022","12.188,67","12.296,82","12.314,70","12.181,66","","-0,21%"
"24.06.2022","12.214,71","12.210,00","12.266,88","12.168,21","","0,08%"
"23.06.2022","12.205,23","12.317,53","12.377,08","12.206,25","","-0,82%"
"22.06.2022","12.306,35","12.261,88","12.392,90","12.217,00","","0,42%"
"21.06.2022","12.254,36","12.303,32","12.339,98","12.230,32","","-0,36%"
"20.06.2022","12.298,14","12.361,33","12.373,45","12.277,57","","-0,44%"
"17.06.2022","12.352,20","12.448,91","12.456,97","12.316,49","","-0,77%"
"16.06.2022","12.448,07","12.312,29","12.454,07","12.195,11","","1,17%"
"15.06.2022","12.303,82","12.190,05","12.365,66","12.176,49","","1,01%"
"14.06.2022","12.180,90","12.287,74","12.335,07","12.165,14","","-0,82%"
"13.06.2022","12.281,55","12.584,43","12.603,08","12.286,11","","-2,15%"
"10.06.2022","12.551,73","12.366,64","12.588,99","12.232,62","","1,53%"
"09.06.2022","12.363,16","12.386,09","12.412,28","12.307,04","","-0,15%"
"08.06.2022","12.382,16","12.355,80","12.430,61","12.316,78","","0,29%"
"07.06.2022","12.346,21","12.251,29","12.379,05","12.221,51","","0,81%"
"06.06.2022","12.247,56","12.327,52","12.362,05","12.247,00","","-0,63%"
"03.06.2022","12.325,36","12.445,40","12.483,40","12.301,71","","-0,91%"
"02.06.2022","12.438,73","12.346,78","12.470,01","12.337,08","","0,78%"
"01.06.2022","12.342,59","12.256,54","12.372,48","12.222,46","","0,72%"
"31.05.2022","12.254,81","12.364,71","12.376,03","12.242,42","","-0,87%"
"30.05.2022","12.361,82","12.407,02","12.421,13","12.345,51","","-0,41%"
"27.05.2022","12.412,78","12.469,96","12.517,04","12.399,08","","-0,44%"
"26.05.2022","12.467,14","12.405,28","12.494,46","12.387,00","","0,56%"
"25.05.2022","12.398,13","12.428,51","12.436,76","12.334,46","","-0,13%"
"24.05.2022","12.414,25","12.328,07","12.442,84","12.302,56","","0,76%"
"23.05.2022","12.320,38","12.358,74","12.415,96","12.281,94","","-0,28%"
"20.05.2022","12.354,55","12.364,72","12.396,41","12.262,62","","0,00%"
"19.05.2022","12.354,31","12.270,68","12.418,74","12.246,41","","0,73%"
"18.05.2022","12.265,31","12.229,40","12.327,09","12.187,43","","0,41%"
"17.05.2022","12.215,40","12.378,22","12.414,11","12.213,26","","-1,23%"
"16.05.2022","12.367,95","12.295,22","12.399,99","12.155,37","","0,63%"
"13.05.2022","12.290,96","12.364,87","12.429,12","12.236,84","","-0,56%"
"12.05.2022","12.360,27","12.450,81","12.585,02","12.358,66","","-0,66%"
"11.05.2022","12.442,69","12.380,95","12.479,79","12.333,47","","0,53%"
"10.05.2022","12.376,74","12.479,15","12.540,86","12.361,18","","-0,77%"
"09.05.2022","12.472,48","12.558,42","12.599,59","12.461,04","","-0,61%"
"06.05.2022","12.549,65","12.492,79","12.619,24","12.430,12","","0,53%"
"05.05.2022","12.483,23","12.433,13","12.642,11","12.430,61","","0,44%"
"04.05.2022","12.428,26","12.345,92","12.488,38","12.299,54","","0,72%"
"03.05.2022","12.339,05","12.312,26","12.411,99","12.227,91","","0,25%"
"02.05.2022","12.307,70","12.530,34","12.556,84","12.257,08","","-1,79%"
"29.04.2022","12.531,65","12.552,00","12.661,13","12.517,66","","-0,12%"
"28.04.2022","12.546,38","12.372,93","12.571,55","12.344,17","","1,43%"
"27.04.2022","12.368,99","12.492,72","12.505,09","12.342,32","","-0,95%"
"26.04.2022","12.487,59","12.449,62","12.520,42","12.416,93","","0,36%"
"25.04.2022","12.442,72","12.554,63","12.606,49","12.406,04","","-0,88%"
"22.04.2022","12.553,40","12.587,89","12.658,61","12.519,84","","-0,24%"
"21.04.2022","12.583,26","12.567,67","12.606,18","12.490,91","","0,17%"
"20.04.2022","12.562,17","12.468,76","12.572,46","12.415,38","","0,78%"
"19.04.2022","12.465,38","12.594,18","12.664,75","12.427,66","","-0,99%"
"18.04.2022","12.589,58","12.569,39","12.720,29","12.557,92","","0,09%"
"15.04.2022","12.578,78","12.589,88","12.597,92","12.569,10","","-0,03%"
"14.04.2022","12.582,11","12.596,08","12.620,59","12.504,68","","-0,08%"
"13.04.2022","12.592,71","12.520,66","12.620,66","12.493,95","","0,63%"
"12.04.2022","12.514,36","12.445,39","12.599,87","12.414,39","","0,67%"
"11.04.2022","12.431,21","12.393,58","12.539,14","12.355,96","","0,38%"
"08.04.2022","12.383,81","12.285,59","12.405,07","12.259,15","","0,88%"
"07.04.2022","12.275,92","12.245,70","12.326,54","12.214,89","","0,28%"
"06.04.2022","12.241,14","12.240,67","12.301,24","12.182,13","","0,06%"
"05.04.2022","12.234,39","12.297,61","12.374,51","12.202,78","","-0,48%"
"04.04.2022","12.294,00","12.248,62","12.325,64","12.188,80","","0,41%"
"01.04.2022","12.243,79","12.281,47","12.325,09","12.201,59","","-0,24%"
"31.03.2022","12.273,46","12.268,23","12.362,46","12.183,89","","0,08%"
"30.03.2022","12.263,61","12.216,26","12.305,76","12.172,13","","0,48%"
"29.03.2022","12.204,52","12.252,36","12.285,97","12.024,09","","-0,33%"
"28.03.2022","12.245,13","12.469,79","12.473,67","12.214,33","","-1,75%"
"25.03.2022","12.462,90","12.467,26","12.501,80","12.369,99","","0,00%"
"24.03.2022","12.462,70","12.389,09","12.525,00","12.342,42","","0,63%"
"23.03.2022","12.384,64","12.234,38","12.416,91","12.193,82","","1,26%"
"22.03.2022","12.230,30","12.305,50","12.341,08","12.162,84","","-0,57%"
"21.03.2022","12.300,43","12.227,79","12.335,06","12.191,31","","0,68%"
"18.03.2022","12.217,95","12.331,29","12.348,37","12.200,33","","-0,87%"
"17.03.2022","12.325,58","12.236,82","12.387,04","12.217,89","","0,77%"
"16.03.2022","12.231,96","12.218,68","12.262,64","12.038,93","","0,16%"
"15.03.2022","12.212,37","12.417,15","12.444,66","12.146,89","","-1,52%"
"14.03.2022","12.401,39","12.587,64","12.618,29","12.405,66","","-1,46%"
"11.03.2022","12.584,55","12.622,84","12.642,37","12.414,25","","-0,26%"
"10.03.2022","12.617,05","12.587,89","12.704,93","12.449,95","","0,31%"
"09.03.2022","12.577,88","12.953,43","13.012,04","12.486,83","","-2,87%"
"08.03.2022","12.949,26","12.628,55","13.081,58","12.521,50","","2,59%"
"07.03.2022","12.622,31","12.495,14","12.662,83","12.389,46","","1,48%"
"04.03.2022","12.438,26","12.235,59","12.455,36","12.193,88","","1,69%"
"03.03.2022","12.231,96","12.190,96","12.270,42","12.140,59","","0,37%"
"02.03.2022","12.186,82","12.278,81","12.297,43","12.086,37","","-0,72%"
"01.03.2022","12.274,74","12.042,75","12.311,66","11.999,59","","1,96%"
"28.02.2022","12.038,26","12.135,06","12.188,72","11.928,21","","0,96%"
"25.02.2022","11.923,53","12.049,85","12.161,74","11.896,51","","-0,99%"
"24.02.2022","12.043,32","12.053,09","12.490,12","11.892,76","","-0,05%"
"23.02.2022","12.049,10","12.009,34","12.067,96","11.927,94","","0,36%"
"22.02.2022","12.006,05","12.077,24","12.136,82","11.970,67","","-0,56%"
"21.02.2022","12.073,73","12.021,13","12.080,19","11.948,08","","0,58%"
"18.02.2022","12.004,20","12.031,21","12.060,94","11.932,50","","-0,21%"
"17.02.2022","12.029,44","11.848,29","12.052,91","11.822,52","","1,62%"
"16.02.2022","11.837,95","11.751,26","11.870,56","11.725,11","","0,78%"
"15.02.2022","11.746,44","11.898,12","11.947,82","11.698,22","","-1,23%"
"14.02.2022","11.893,32","11.823,01","11.916,71","11.765,63","","0,64%"
"11.02.2022","11.818,18","11.607,69","11.855,21","11.582,53","","1,88%"
"10.02.2022","11.600,45","11.663,75","11.706,51","11.581,50","","-0,51%"
"09.02.2022","11.659,39","11.624,33","11.684,14","11.608,86","","0,33%"
"08.02.2022","11.621,07","11.582,86","11.645,00","11.556,35","","0,42%"
"07.02.2022","11.572,68","11.443,04","11.605,19","11.442,75","","0,66%"
"04.02.2022","11.496,57","11.480,30","11.547,99","11.399,33","","0,18%"
"03.02.2022","11.476,19","11.493,33","11.508,48","11.375,95","","-0,12%"
"02.02.2022","11.489,54","11.457,08","11.523,14","11.412,37","","0,32%"
"01.02.2022","11.453,31","11.436,22","11.508,07","11.418,83","","0,22%"
"31.01.2022","11.428,35","11.393,79","11.451,26","11.354,58","","0,32%"
"28.01.2022","11.391,87","11.446,40","11.459,12","11.319,51","","-0,38%"
"27.01.2022","11.435,31","11.499,21","11.565,09","11.405,50","","-0,54%"
"26.01.2022","11.497,40","11.691,24","11.706,08","11.471,77","","-1,62%"
"25.01.2022","11.687,30","11.668,08","11.730,54","11.613,00","","0,19%"
"24.01.2022","11.665,09","11.628,87","11.675,76","11.579,54","","0,39%"
"21.01.2022","11.619,98","11.663,79","11.688,43","11.587,95","","-0,35%"
"20.01.2022","11.660,30","11.677,50","11.719,80","11.645,84","","-0,10%"
"19.01.2022","11.671,65","11.523,08","11.698,42","11.498,82","","1,33%"
"18.01.2022","11.518,92","11.553,26","11.567,58","11.468,80","","-0,25%"
"17.01.2022","11.547,31","11.548,63","11.577,87","11.516,55","","0,03%"
"14.01.2022","11.543,70","11.592,70","11.625,41","11.524,71","","-0,38%"
"13.01.2022","11.588,04","11.612,32","11.633,05","11.522,97","","-0,18%"
"12.01.2022","11.609,11","11.610,90","11.625,29","11.545,07","","0,02%"
"11.01.2022","11.607,35","11.487,01","11.622,25","11.477,76","","1,08%"
"10.01.2022","11.483,48","11.450,74","11.490,01","11.410,22","","0,29%"
"07.01.2022","11.450,57","11.432,45","11.474,93","11.375,05","","0,22%"
"06.01.2022","11.425,41","11.521,20","11.537,75","11.395,96","","-0,79%"
"05.01.2022","11.516,23","11.563,66","11.648,18","11.506,58","","-0,36%"
"04.01.2022","11.557,65","11.448,89","11.577,84","11.446,77","","1,06%"
"03.01.2022","11.436,89","11.632,52","11.644,75","11.427,83","","-1,53%"
"31.12.2021","11.614,12","11.566,83","11.635,35","11.531,32","","0,49%"
"30.12.2021","11.557,41","11.491,11","11.582,76","11.438,50","","0,61%"
"29.12.2021","11.487,17","11.503,25","11.521,48","11.393,05","","-0,12%"
"28.12.2021","11.500,76","11.545,85","11.595,28","11.491,53","","-0,35%"
"27.12.2021","11.540,73","11.513,96","11.559,10","11.488,02","","0,24%"
"24.12.2021","11.512,63","11.520,57","11.641,71","11.472,83","","-0,05%"
"23.12.2021","11.518,08","11.488,59","11.536,84","11.461,21","","0,30%"
"22.12.2021","11.483,51","11.399,15","11.498,50","11.374,79","","0,80%"
"21.12.2021","11.392,36","11.416,62","11.473,93","11.371,43","","-0,18%"
"20.12.2021","11.412,90","11.472,58","11.508,86","11.399,61","","-0,41%"
"17.12.2021","11.459,86","11.459,15","11.569,50","11.443,64","","0,04%"
"16.12.2021","11.454,89","11.315,42","11.462,49","11.305,14","","1,30%"
"15.12.2021","11.307,69","11.274,45","11.340,84","11.167,67","","0,34%"
"14.12.2021","11.269,07","11.375,89","11.396,84","11.247,87","","-0,86%"
"13.12.2021","11.366,43","11.357,36","11.403,54","11.339,17","","0,13%"
"10.12.2021","11.351,91","11.321,23","11.393,13","11.263,69","","0,31%"
"09.12.2021","11.316,28","11.311,83","11.370,13","11.302,82","","0,07%"
"08.12.2021","11.307,86","11.359,89","11.389,82","11.292,64","","-0,42%"
"07.12.2021","11.355,30","11.338,97","11.384,06","11.283,32","","0,16%"
"06.12.2021","11.337,17","11.380,50","11.387,75","11.324,68","","-0,31%"
"03.12.2021","11.372,74","11.276,97","11.391,05","11.248,64","","0,86%"
"02.12.2021","11.275,59","11.347,28","11.359,70","11.234,38","","-0,60%"
"01.12.2021","11.343,09","11.296,03","11.425,84","11.277,32","","0,49%"
"30.11.2021","11.288,31","11.400,59","11.519,66","11.261,18","","-0,94%"
"29.11.2021","11.395,67","11.443,76","11.488,21","11.378,76","","-0,51%"
"26.11.2021","11.453,97","11.422,97","11.599,75","11.384,56","","0,29%"
"25.11.2021","11.421,01","11.434,22","11.474,01","11.415,13","","-0,08%"
"24.11.2021","11.430,21","11.435,63","11.480,32","11.368,50","","-0,01%"
"23.11.2021","11.430,88","11.524,02","11.570,03","11.387,91","","-0,76%"
"22.11.2021","11.518,31","11.795,44","11.808,65","11.506,21","","-2,25%"
"19.11.2021","11.783,11","11.871,73","11.921,54","11.771,39","","-0,70%"
"18.11.2021","11.866,64","11.910,15","11.935,00","11.846,20","","-0,34%"
"17.11.2021","11.906,73","11.830,45","11.916,49","11.822,79","","0,69%"
"16.11.2021","11.825,59","11.890,72","11.994,33","11.821,40","","-0,50%"
"15.11.2021","11.885,24","11.918,12","11.937,79","11.841,23","","-0,04%"
"12.11.2021","11.890,18","11.900,45","11.921,55","11.771,86","","-0,05%"
"11.11.2021","11.895,83","11.814,42","11.940,53","11.803,32","","0,73%"
"10.11.2021","11.809,80","11.710,62","11.931,00","11.642,38","","0,90%"
"09.11.2021","11.704,87","11.660,58","11.718,54","11.625,83","","0,45%"
"08.11.2021","11.652,47","11.636,05","11.680,29","11.589,58","","0,20%"
"05.11.2021","11.629,58","11.460,90","11.637,10","11.432,25","","1,52%"
"04.11.2021","11.455,04","11.336,98","11.503,80","11.321,35","","1,09%"
"03.11.2021","11.331,69","11.441,96","11.445,91","11.260,71","","-0,93%"
"02.11.2021","11.437,76","11.468,67","11.497,64","11.428,00","","-0,28%"
"01.11.2021","11.470,19","11.423,03","11.492,45","11.395,13","","0,45%"
"29.10.2021","11.418,89","11.497,59","11.514,88","11.339,09","","-0,65%"
"28.10.2021","11.493,49","11.486,93","11.581,87","11.460,25","","0,10%"
"27.10.2021","11.482,07","11.444,69","11.502,87","11.392,42","","0,37%"
"26.10.2021","11.439,60","11.544,21","11.548,74","11.376,58","","-0,87%"
"25.10.2021","11.539,99","11.454,60","11.564,78","11.442,08","","0,85%"
"22.10.2021","11.443,08","11.398,17","11.581,52","11.382,64","","0,44%"
"21.10.2021","11.393,29","11.396,16","11.439,68","11.364,82","","0,02%"
"20.10.2021","11.390,77","11.293,11","11.432,04","11.274,95","","0,90%"
"19.10.2021","11.289,22","11.346,72","11.415,64","11.276,39","","-0,47%"
"18.10.2021","11.341,98","11.376,58","11.405,87","11.315,12","","-0,25%"
"15.10.2021","11.370,52","11.564,51","11.571,17","11.358,58","","-1,62%"
"14.10.2021","11.557,75","11.525,75","11.593,00","11.497,63","","0,33%"
"13.10.2021","11.520,18","11.350,46","11.547,57","11.327,37","","1,54%"
"12.10.2021","11.345,43","11.314,41","11.413,06","11.291,71","","0,32%"
"11.10.2021","11.309,54","11.323,89","11.355,18","11.279,13","","-0,06%"
"08.10.2021","11.316,01","11.316,13","11.481,34","11.301,14","","0,04%"
"07.10.2021","11.311,02","11.364,76","11.394,13","11.290,54","","-0,42%"
"06.10.2021","11.358,31","11.346,20","11.383,33","11.252,30","","0,16%"
"05.10.2021","11.340,39","11.407,00","11.417,21","11.272,39","","-0,52%"
"04.10.2021","11.399,88","11.359,93","11.417,38","11.263,79","","0,48%"
"01.10.2021","11.345,93","11.329,05","11.374,44","11.277,54","","0,23%"
"30.09.2021","11.319,64","11.177,28","11.372,96","11.128,67","","1,35%"
"29.09.2021","11.168,79","11.201,24","11.292,90","11.137,25","","-0,26%"
"28.09.2021","11.197,41","11.300,47","11.327,20","11.157,82","","-0,88%"
"27.09.2021","11.296,28","11.324,78","11.374,53","11.271,74","","-0,16%"
"24.09.2021","11.314,14","11.256,03","11.368,22","11.248,69","","0,53%"
"23.09.2021","11.254,74","11.426,29","11.472,68","11.224,83","","-1,41%"
"22.09.2021","11.415,63","11.474,00","11.551,39","11.404,96","","-0,46%"
"21.09.2021","11.468,44","11.409,34","11.523,31","11.365,14","","0,56%"
"20.09.2021","11.404,43","11.343,71","11.427,87","11.265,79","","0,58%"
"17.09.2021","11.338,48","11.324,66","11.416,08","11.291,79","","0,21%"
"16.09.2021","11.315,13","11.537,95","11.556,97","11.267,18","","-1,88%"
"15.09.2021","11.531,87","11.617,49","11.631,67","11.515,95","","-0,73%"
"14.09.2021","11.616,19","11.572,88","11.650,96","11.487,67","","0,42%"
"13.09.2021","11.568,05","11.526,01","11.606,87","11.495,01","","0,44%"
"10.09.2021","11.517,53","11.584,51","11.629,43","11.517,47","","-0,49%"
"09.09.2021","11.573,75","11.561,14","11.629,92","11.515,91","","0,16%"
"08.09.2021","11.555,15","11.602,60","11.645,18","11.510,19","","-0,39%"
"07.09.2021","11.600,10","11.775,04","11.803,36","11.589,75","","-1,41%"
"06.09.2021","11.766,00","11.800,16","11.812,68","11.758,04","","-0,21%"
"03.09.2021","11.790,21","11.683,29","11.836,79","11.676,80","","0,97%"
"02.09.2021","11.677,19","11.718,68","11.744,88","11.649,91","","-0,31%"
"01.09.2021","11.713,90","11.720,33","11.766,05","11.680,90","","0,03%"
"31.08.2021","11.710,25","11.706,55","11.756,13","11.634,11","","0,09%"
"30.08.2021","11.699,80","11.762,79","11.800,55","11.686,92","","-0,48%"
"27.08.2021","11.756,63","11.611,46","11.774,68","11.586,29","","1,23%"
"26.08.2021","11.613,51","11.596,21","11.661,88","11.538,86","","0,19%"
"25.08.2021","11.591,26","11.666,28","11.671,65","11.545,95","","-0,63%"
"24.08.2021","11.664,56","11.700,70","11.725,53","11.657,58","","-0,28%"
"23.08.2021","11.697,24","11.576,21","11.715,41","11.533,21","","1,04%"
"20.08.2021","11.576,62","11.561,62","11.630,82","11.550,50","","0,17%"
"19.08.2021","11.557,05","11.591,82","11.635,83","11.520,92","","-0,28%"
"18.08.2021","11.589,70","11.584,05","11.628,12","11.522,98","","0,10%"
"17.08.2021","11.578,32","11.562,81","11.642,76","11.544,99","","0,08%"
"16.08.2021","11.568,62","11.519,70","11.592,01","11.465,38","","0,41%"
"13.08.2021","11.520,87","11.356,12","11.533,17","11.346,54","","1,50%"
"12.08.2021","11.350,39","11.349,46","11.391,37","11.285,04","","0,05%"
"11.08.2021","11.345,19","11.214,91","11.368,51","11.178,88","","1,20%"
"10.08.2021","11.210,25","11.219,29","11.266,18","11.137,10","","-0,04%"
"09.08.2021","11.214,36","11.432,64","11.441,10","10.923,21","","-1,89%"
"06.08.2021","11.430,77","11.658,92","11.662,72","11.400,58","","-1,90%"
"05.08.2021","11.652,63","11.720,37","11.731,55","11.616,09","","-0,51%"
"04.08.2021","11.712,19","11.713,66","11.831,80","11.679,76","","0,01%"
"03.08.2021","11.710,94","11.719,28","11.736,63","11.680,06","","-0,05%"
"02.08.2021","11.716,85","11.723,30","11.760,61","11.664,68","","0,00%"
"30.07.2021","11.717,42","11.803,75","11.835,75","11.691,87","","-0,69%"
"29.07.2021","11.799,29","11.730,17","11.834,88","11.723,80","","0,62%"
"28.07.2021","11.726,32","11.711,58","11.760,99","11.635,50","","0,14%"
"27.07.2021","11.709,79","11.652,71","11.742,67","11.617,67","","0,53%"
"26.07.2021","11.647,69","11.683,58","11.744,96","11.640,91","","-0,22%"
"23.07.2021","11.673,15","11.692,43","11.729,89","11.599,01","","-0,11%"
"22.07.2021","11.686,52","11.670,83","11.701,17","11.586,17","","0,26%"
"21.07.2021","11.655,94","11.739,44","11.748,65","11.613,88","","-0,67%"
"20.07.2021","11.734,93","11.770,17","11.834,78","11.704,30","","-0,22%"
"19.07.2021","11.760,49","11.737,92","11.780,56","11.643,67","","0,23%"
"16.07.2021","11.733,79","11.820,17","11.837,64","11.718,51","","-0,63%"
"15.07.2021","11.807,67","11.821,50","11.848,49","11.757,07","","-0,09%"
"14.07.2021","11.817,79","11.693,63","11.828,40","11.670,99","","1,09%"
"13.07.2021","11.690,91","11.696,66","11.759,49","11.640,76","","0,00%"
"12.07.2021","11.690,73","11.713,58","11.733,61","11.599,25","","-0,17%"
"09.07.2021","11.711,01","11.701,33","11.744,46","11.650,33","","0,13%"
"08.07.2021","11.696,31","11.675,41","11.802,01","11.630,15","","0,23%"
"07.07.2021","11.669,24","11.643,25","11.706,53","11.621,32","","0,32%"
"06.07.2021","11.632,44","11.583,16","11.740,72","11.577,00","","0,46%"
"05.07.2021","11.579,21","11.571,84","11.598,73","11.533,56","","0,14%"
"02.07.2021","11.562,99","11.493,25","11.619,61","11.480,37","","0,66%"
"01.07.2021","11.486,93","11.430,60","11.530,46","11.400,03","","0,53%"
"30.06.2021","11.426,18","11.383,73","11.459,72","11.320,50","","0,40%"
"29.06.2021","11.380,22","11.481,53","11.494,05","11.319,97","","-0,84%"
"28.06.2021","11.477,17","11.500,17","11.542,34","11.440,49","","-0,14%"
"25.06.2021","11.493,46","11.490,92","11.556,92","11.465,55","","0,08%"
"24.06.2021","11.483,72","11.517,17","11.567,17","11.475,92","","-0,23%"
"23.06.2021","11.509,88","11.527,84","11.620,02","11.478,95","","-0,14%"
"22.06.2021","11.525,77","11.532,07","11.577,96","11.474,79","","-0,01%"
"21.06.2021","11.526,86","11.386,14","11.560,51","11.386,14","","1,31%"
"18.06.2021","11.378,27","11.434,83","11.567,61","11.364,13","","-0,43%"
"17.06.2021","11.427,52","11.597,10","11.724,88","11.393,43","","-1,37%"
"16.06.2021","11.586,45","11.907,63","11.921,59","11.541,79","","-2,66%"
"15.06.2021","11.903,60","11.941,51","11.967,36","11.859,46","","-0,27%"
"14.06.2021","11.935,62","11.994,94","12.018,12","11.802,88","","-0,60%"
"11.06.2021","12.007,18","12.136,85","12.162,01","11.991,64","","-1,04%"
"10.06.2021","12.133,92","12.065,32","12.147,76","11.954,38","","0,62%"
"09.06.2021","12.058,70","12.115,63","12.137,62","12.053,21","","-0,44%"
"08.06.2021","12.112,53","12.152,05","12.180,55","12.051,18","","-0,26%"
"07.06.2021","12.144,04","12.077,37","12.157,55","12.032,21","","0,43%"
"04.06.2021","12.092,19","11.978,47","12.127,25","11.885,04","","0,98%"
"03.06.2021","11.975,12","12.177,15","12.187,91","11.940,05","","-1,63%"
"02.06.2021","12.173,74","12.127,30","12.190,78","12.091,39","","0,44%"
"01.06.2021","12.120,54","12.150,84","12.214,76","12.073,14","","-0,25%"
"31.05.2021","12.151,09","12.123,50","12.159,28","12.111,89","","0,27%"
"28.05.2021","12.118,31","12.107,71","12.137,50","11.993,66","","0,13%"
"27.05.2021","12.102,88","12.123,33","12.151,74","12.052,38","","-0,13%"
"26.05.2021","12.119,20","12.175,42","12.226,50","12.082,39","","-0,41%"
"25.05.2021","12.169,32","12.069,86","12.184,92","12.005,27","","0,91%"
"24.05.2021","12.059,44","12.111,38","12.150,27","12.055,30","","-0,35%"
"21.05.2021","12.101,27","12.080,92","12.161,18","12.030,23","","0,20%"
"20.05.2021","12.077,01","12.030,88","12.124,12","11.991,82","","0,43%"
"19.05.2021","12.024,81","12.012,46","12.162,80","11.922,60","","0,13%"
"18.05.2021","12.009,55","12.021,03","12.057,59","11.970,91","","-0,06%"
"17.05.2021","12.016,68","11.869,01","12.033,48","11.852,28","","1,30%"
"14.05.2021","11.861,94","11.787,07","11.879,96","11.731,35","","0,71%"
"13.05.2021","11.778,08","11.721,64","11.799,39","11.679,17","","0,50%"
"12.05.2021","11.719,39","11.813,12","11.873,97","11.706,63","","-0,76%"
"11.05.2021","11.809,09","11.780,43","11.837,00","11.688,43","","0,29%"
"10.05.2021","11.775,13","11.792,35","11.839,96","11.762,79","","0,02%"
"07.05.2021","11.772,33","11.733,57","11.872,96","11.715,30","","0,43%"
"06.05.2021","11.721,89","11.567,21","11.752,58","11.533,61","","1,37%"
"05.05.2021","11.563,11","11.515,59","11.576,88","11.457,80","","0,44%"
"04.05.2021","11.512,17","11.606,88","11.648,25","11.463,57","","-0,78%"
"03.05.2021","11.603,24","11.448,35","11.640,81","11.431,62","","1,36%"
"30.04.2021","11.448,08","11.469,16","11.481,55","11.404,11","","-0,13%"
"29.04.2021","11.462,56","11.543,11","11.589,04","11.370,30","","-0,65%"
"28.04.2021","11.537,49","11.517,20","11.550,82","11.428,95","","0,21%"
"27.04.2021","11.513,09","11.553,02","11.580,18","11.507,22","","-0,31%"
"26.04.2021","11.548,78","11.538,07","11.575,39","11.471,20","","0,07%"
"23.04.2021","11.540,66","11.582,25","11.657,46","11.495,68","","-0,29%"
