"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"22.01.2016","1.550,46","1.570,23","1.574,01","1.546,96","","-1,28%"
"21.01.2016","1.570,59","1.596,06","1.606,48","1.556,31","","-1,66%"
"20.01.2016","1.597,14","1.583,65","1.619,07","1.581,96","","0,81%"
"19.01.2016","1.584,28","1.584,78","1.589,96","1.562,88","","-0,10%"
"18.01.2016","1.585,88","1.581,99","1.592,18","1.575,21","","0,19%"
"15.01.2016","1.582,91","1.548,08","1.590,33","1.543,68","","2,20%"
"14.01.2016","1.548,87","1.567,16","1.574,69","1.538,17","","-1,22%"
"13.01.2016","1.567,98","1.549,45","1.575,72","1.532,06","","1,14%"
"12.01.2016","1.550,34","1.554,70","1.568,28","1.537,85","","-0,35%"
"11.01.2016","1.555,80","1.563,68","1.572,62","1.546,31","","-0,56%"
"08.01.2016","1.564,58","1.564,85","1.569,71","1.539,51","","-0,05%"
"07.01.2016","1.565,39","1.538,66","1.565,92","1.534,33","","1,71%"
"06.01.2016","1.539,09","1.506,88","1.543,53","1.504,11","","2,07%"
"05.01.2016","1.507,91","1.497,84","1.514,93","1.493,93","","0,61%"
"04.01.2016","1.498,83","1.466,95","1.506,55","1.464,40","","2,03%"
"01.01.2016","1.469,07","1.467,35","1.471,38","1.467,35","","0,05%"
"31.12.2015","1.468,27","1.472,14","1.477,66","1.463,41","","-0,36%"
"30.12.2015","1.473,61","1.479,40","1.487,62","1.469,95","","-0,42%"
"29.12.2015","1.479,85","1.485,86","1.496,98","1.474,88","","-0,47%"
"28.12.2015","1.486,77","1.485,70","1.491,20","1.480,75","","-0,02%"
"25.12.2015","1.487,13","1.485,40","1.488,77","1.483,44","","0,03%"
"24.12.2015","1.486,65","1.480,45","1.493,79","1.480,02","","0,37%"
"23.12.2015","1.481,16","1.492,01","1.497,81","1.478,43","","-0,77%"
"22.12.2015","1.492,71","1.504,72","1.507,62","1.491,38","","-0,84%"
"21.12.2015","1.505,42","1.485,42","1.513,61","1.483,25","","1,18%"
"18.12.2015","1.487,88","1.465,28","1.492,33","1.463,55","","1,49%"
"17.12.2015","1.465,97","1.476,42","1.480,06","1.457,98","","-0,78%"
"16.12.2015","1.477,43","1.456,00","1.489,60","1.455,58","","1,42%"
"15.12.2015","1.456,69","1.455,63","1.465,02","1.449,47","","0,02%"
"14.12.2015","1.456,39","1.476,19","1.480,82","1.454,69","","-1,46%"
"11.12.2015","1.477,95","1.459,53","1.484,21","1.450,55","","1,22%"
"10.12.2015","1.460,12","1.455,92","1.462,61","1.449,75","","0,22%"
"09.12.2015","1.456,85","1.459,60","1.472,68","1.447,91","","-0,23%"
"08.12.2015","1.460,27","1.445,39","1.466,42","1.441,75","","1,01%"
"07.12.2015","1.445,72","1.452,25","1.458,72","1.444,04","","-0,47%"
"04.12.2015","1.452,49","1.417,76","1.456,62","1.412,90","","2,38%"
"03.12.2015","1.418,76","1.405,23","1.422,25","1.395,58","","0,92%"
"02.12.2015","1.405,80","1.427,81","1.431,14","1.403,00","","-1,60%"
"01.12.2015","1.428,72","1.422,20","1.433,53","1.418,12","","0,42%"
"30.11.2015","1.422,78","1.412,99","1.426,68","1.408,41","","0,57%"
"27.11.2015","1.414,68","1.424,24","1.428,14","1.405,35","","-0,75%"
"26.11.2015","1.425,34","1.423,09","1.429,52","1.421,87","","0,14%"
"25.11.2015","1.423,38","1.430,38","1.436,35","1.421,23","","-0,54%"
"24.11.2015","1.431,12","1.427,92","1.444,03","1.426,51","","0,15%"
"23.11.2015","1.428,93","1.436,91","1.438,68","1.424,84","","-0,65%"
"20.11.2015","1.438,31","1.436,50","1.447,67","1.431,92","","0,06%"
"19.11.2015","1.437,44","1.423,75","1.441,07","1.420,74","","0,94%"
"18.11.2015","1.424,05","1.424,72","1.432,47","1.418,94","","-0,10%"
"17.11.2015","1.425,46","1.442,35","1.446,48","1.419,14","","-1,24%"
"16.11.2015","1.443,37","1.442,27","1.461,44","1.440,32","","-0,03%"
"13.11.2015","1.443,79","1.441,91","1.445,59","1.434,71","","0,08%"
"12.11.2015","1.442,59","1.439,28","1.450,30","1.432,20","","0,18%"
"11.11.2015","1.440,03","1.445,88","1.450,61","1.436,71","","-0,44%"
"10.11.2015","1.446,41","1.450,58","1.453,04","1.439,76","","-0,34%"
"09.11.2015","1.451,33","1.448,64","1.455,41","1.443,24","","0,09%"
"06.11.2015","1.450,07","1.453,38","1.470,69","1.440,75","","-0,24%"
"05.11.2015","1.453,57","1.455,92","1.463,79","1.451,13","","-0,23%"
"04.11.2015","1.456,94","1.459,15","1.468,97","1.455,02","","-0,20%"
"03.11.2015","1.459,84","1.483,52","1.490,03","1.453,09","","-1,65%"
"02.11.2015","1.484,33","1.493,74","1.494,93","1.481,38","","-0,65%"
"30.10.2015","1.494,00","1.508,36","1.513,45","1.488,82","","-1,02%"
"29.10.2015","1.509,44","1.524,19","1.537,04","1.505,60","","-1,02%"
"28.10.2015","1.525,06","1.546,91","1.561,66","1.521,45","","-1,46%"
"27.10.2015","1.547,67","1.529,84","1.549,22","1.528,94","","1,13%"
"26.10.2015","1.530,45","1.531,76","1.537,52","1.527,55","","-0,16%"
"23.10.2015","1.532,95","1.525,42","1.549,41","1.523,66","","0,46%"
"22.10.2015","1.526,00","1.532,69","1.537,05","1.523,92","","-0,49%"
"21.10.2015","1.533,45","1.525,59","1.534,38","1.518,37","","0,45%"
"20.10.2015","1.526,64","1.523,64","1.531,58","1.519,59","","0,17%"
"19.10.2015","1.524,05","1.519,61","1.527,68","1.511,26","","0,28%"
"16.10.2015","1.519,83","1.521,19","1.529,86","1.511,50","","-0,15%"
"15.10.2015","1.522,07","1.532,31","1.536,52","1.517,22","","-0,73%"
"14.10.2015","1.533,22","1.522,63","1.539,81","1.509,09","","0,62%"
"13.10.2015","1.523,81","1.512,33","1.524,12","1.502,49","","0,73%"
"12.10.2015","1.512,79","1.498,48","1.514,53","1.493,10","","1,06%"
"09.10.2015","1.496,91","1.482,02","1.501,50","1.480,26","","0,95%"
"08.10.2015","1.482,83","1.494,88","1.497,97","1.481,12","","-0,86%"
"07.10.2015","1.495,68","1.495,02","1.501,82","1.481,63","","0,01%"
"06.10.2015","1.495,51","1.485,09","1.505,72","1.482,95","","0,65%"
"05.10.2015","1.485,88","1.496,47","1.500,67","1.478,88","","-0,74%"
"02.10.2015","1.496,94","1.476,61","1.510,78","1.462,62","","1,32%"
"01.10.2015","1.477,40","1.483,48","1.487,28","1.473,60","","-0,48%"
"30.09.2015","1.484,57","1.512,41","1.515,11","1.482,10","","-1,88%"
"29.09.2015","1.513,01","1.515,96","1.523,09","1.507,41","","-0,26%"
"28.09.2015","1.516,89","1.527,55","1.531,21","1.505,91","","-0,77%"
"25.09.2015","1.528,69","1.534,42","1.540,77","1.520,05","","-0,41%"
"24.09.2015","1.534,94","1.504,98","1.545,70","1.504,53","","1,95%"
"23.09.2015","1.505,63","1.491,54","1.512,10","1.488,82","","0,89%"
"22.09.2015","1.492,42","1.501,47","1.505,97","1.486,98","","-0,65%"
"21.09.2015","1.502,24","1.503,82","1.507,67","1.489,43","","-0,29%"
"18.09.2015","1.506,63","1.490,86","1.507,53","1.474,63","","1,00%"
"17.09.2015","1.491,72","1.473,58","1.493,96","1.467,57","","1,17%"
"16.09.2015","1.474,50","1.463,72","1.481,83","1.459,55","","0,70%"
"15.09.2015","1.464,19","1.470,51","1.471,31","1.459,51","","-0,46%"
"14.09.2015","1.470,93","1.468,21","1.474,12","1.460,57","","0,13%"
"11.09.2015","1.469,03","1.470,98","1.474,87","1.456,35","","-0,21%"
"10.09.2015","1.472,07","1.467,92","1.477,44","1.459,85","","0,24%"
"09.09.2015","1.468,56","1.480,98","1.485,43","1.456,18","","-0,88%"
"08.09.2015","1.481,56","1.489,07","1.493,17","1.479,25","","-0,55%"
"07.09.2015","1.489,68","1.490,03","1.492,58","1.483,08","","-0,04%"
"04.09.2015","1.490,26","1.482,43","1.493,09","1.476,78","","0,50%"
"03.09.2015","1.482,82","1.503,56","1.505,19","1.478,53","","-1,46%"
"02.09.2015","1.504,83","1.511,17","1.514,07","1.500,31","","-0,48%"
"01.09.2015","1.512,10","1.490,36","1.512,21","1.488,73","","1,38%"
"31.08.2015","1.491,45","1.496,19","1.506,84","1.487,40","","-0,36%"
"28.08.2015","1.496,86","1.483,64","1.514,35","1.481,79","","0,84%"
"27.08.2015","1.484,45","1.494,99","1.500,30","1.479,78","","-0,75%"
"26.08.2015","1.495,69","1.521,26","1.530,61","1.486,54","","-1,71%"
"25.08.2015","1.521,75","1.533,78","1.535,19","1.503,10","","-0,85%"
"24.08.2015","1.534,83","1.527,38","1.551,13","1.517,77","","0,25%"
"21.08.2015","1.530,96","1.507,34","1.531,31","1.503,19","","1,52%"
"20.08.2015","1.508,11","1.488,08","1.513,03","1.483,88","","1,27%"
"19.08.2015","1.489,22","1.459,10","1.489,33","1.456,05","","2,03%"
"18.08.2015","1.459,62","1.461,01","1.470,70","1.451,32","","-0,13%"
"17.08.2015","1.461,59","1.457,28","1.472,61","1.457,28","","0,17%"
"14.08.2015","1.459,18","1.455,51","1.464,41","1.452,07","","0,22%"
"13.08.2015","1.455,98","1.458,25","1.463,31","1.448,78","","-0,23%"
"12.08.2015","1.459,27","1.453,72","1.469,87","1.445,61","","0,35%"
"11.08.2015","1.454,18","1.435,49","1.459,15","1.429,21","","1,25%"
"10.08.2015","1.436,29","1.434,34","1.448,22","1.432,02","","-0,02%"
"07.08.2015","1.436,58","1.427,75","1.443,75","1.423,07","","0,39%"
"06.08.2015","1.430,99","1.429,14","1.440,84","1.425,60","","0,07%"
"05.08.2015","1.430,04","1.434,08","1.438,31","1.424,72","","-0,33%"
"04.08.2015","1.434,72","1.427,76","1.438,01","1.422,93","","0,39%"
"03.08.2015","1.429,08","1.434,32","1.441,97","1.426,29","","-0,35%"
"31.07.2015","1.434,04","1.413,08","1.434,73","1.407,10","","1,33%"
"30.07.2015","1.415,26","1.418,95","1.429,40","1.404,02","","-0,31%"
"29.07.2015","1.419,72","1.414,11","1.423,84","1.406,78","","0,32%"
"28.07.2015","1.415,18","1.425,65","1.430,68","1.413,51","","-0,79%"
"27.07.2015","1.426,41","1.431,59","1.440,01","1.417,60","","-0,54%"
"24.07.2015","1.434,16","1.420,96","1.439,61","1.403,01","","0,89%"
"23.07.2015","1.421,47","1.424,84","1.437,48","1.416,31","","-0,33%"
"22.07.2015","1.426,20","1.425,04","1.429,45","1.411,63","","0,03%"
"21.07.2015","1.425,72","1.423,46","1.441,45","1.421,95","","0,04%"
"20.07.2015","1.425,10","1.470,28","1.472,94","1.413,59","","-3,17%"
"17.07.2015","1.471,74","1.482,78","1.487,00","1.467,42","","-0,80%"
"16.07.2015","1.483,60","1.483,32","1.486,14","1.475,96","","-0,06%"
"15.07.2015","1.484,53","1.469,80","1.488,59","1.465,94","","0,94%"
"14.07.2015","1.470,64","1.474,64","1.479,54","1.468,92","","-0,32%"
"13.07.2015","1.475,43","1.474,35","1.479,57","1.465,61","","0,17%"
"10.07.2015","1.472,96","1.471,90","1.481,42","1.469,18","","0,03%"
"09.07.2015","1.472,52","1.475,02","1.483,63","1.470,16","","-0,22%"
"08.07.2015","1.475,71","1.468,98","1.484,92","1.461,18","","0,43%"
"07.07.2015","1.469,40","1.480,18","1.487,49","1.464,50","","-0,77%"
"06.07.2015","1.480,81","1.467,36","1.485,63","1.462,36","","0,79%"
"03.07.2015","1.469,24","1.461,26","1.473,84","1.460,00","","0,50%"
"02.07.2015","1.461,99","1.470,84","1.472,44","1.456,03","","-0,64%"
"01.07.2015","1.471,41","1.463,30","1.474,21","1.460,47","","0,54%"
"30.06.2015","1.463,51","1.462,57","1.470,63","1.446,00","","0,03%"
"29.06.2015","1.463,07","1.449,55","1.466,79","1.447,20","","1,04%"
"26.06.2015","1.447,95","1.444,93","1.456,52","1.443,96","","0,18%"
"25.06.2015","1.445,29","1.455,19","1.459,16","1.442,97","","-0,69%"
"24.06.2015","1.455,33","1.452,01","1.458,12","1.442,88","","0,17%"
"23.06.2015","1.452,81","1.459,05","1.465,80","1.449,62","","-0,47%"
"22.06.2015","1.459,61","1.471,51","1.473,88","1.451,44","","-0,85%"
"19.06.2015","1.472,12","1.468,49","1.480,45","1.463,54","","0,21%"
"18.06.2015","1.469,01","1.448,23","1.473,10","1.446,83","","1,39%"
"17.06.2015","1.448,85","1.452,07","1.457,60","1.445,14","","-0,31%"
"16.06.2015","1.453,35","1.461,75","1.464,05","1.448,19","","-0,62%"
"15.06.2015","1.462,42","1.453,54","1.468,06","1.447,36","","0,44%"
"12.06.2015","1.455,99","1.451,72","1.459,86","1.447,59","","0,22%"
"11.06.2015","1.452,74","1.452,66","1.458,19","1.448,33","","-0,05%"
"10.06.2015","1.453,47","1.451,05","1.460,04","1.447,29","","0,09%"
"09.06.2015","1.452,15","1.456,47","1.466,44","1.447,74","","-0,33%"
"08.06.2015","1.456,99","1.456,92","1.467,92","1.451,99","","-0,04%"
"05.06.2015","1.457,60","1.469,67","1.474,43","1.454,17","","-0,90%"
"04.06.2015","1.470,79","1.474,81","1.478,78","1.462,48","","-0,33%"
"03.06.2015","1.475,62","1.478,42","1.489,54","1.468,27","","-0,26%"
"02.06.2015","1.479,53","1.488,38","1.494,58","1.474,42","","-0,64%"
"01.06.2015","1.489,12","1.479,93","1.508,29","1.477,61","","0,49%"
"29.05.2015","1.481,81","1.477,34","1.492,34","1.473,79","","0,27%"
"28.05.2015","1.477,89","1.478,31","1.488,01","1.475,64","","-0,10%"
"27.05.2015","1.479,36","1.474,81","1.484,13","1.472,79","","0,22%"
"26.05.2015","1.476,10","1.486,17","1.487,96","1.469,77","","-0,68%"
"25.05.2015","1.486,15","1.481,06","1.488,23","1.477,36","","0,34%"
"22.05.2015","1.481,05","1.469,93","1.485,12","1.467,75","","0,65%"
"21.05.2015","1.471,51","1.476,21","1.479,12","1.467,05","","-0,38%"
"20.05.2015","1.477,17","1.476,59","1.483,78","1.472,26","","-0,02%"
"19.05.2015","1.477,51","1.489,39","1.491,63","1.472,71","","-0,84%"
"18.05.2015","1.490,06","1.468,10","1.494,28","1.466,51","","1,32%"
"15.05.2015","1.470,71","1.462,39","1.475,85","1.454,29","","0,52%"
"14.05.2015","1.463,06","1.452,91","1.471,14","1.446,15","","0,64%"
"13.05.2015","1.453,74","1.433,83","1.455,97","1.426,77","","1,33%"
"12.05.2015","1.434,67","1.431,77","1.441,31","1.426,09","","0,12%"
"11.05.2015","1.432,88","1.434,09","1.444,61","1.424,88","","-0,13%"
"08.05.2015","1.434,70","1.435,49","1.442,51","1.427,48","","-0,11%"
"07.05.2015","1.436,30","1.435,18","1.442,96","1.423,24","","0,01%"
"06.05.2015","1.436,12","1.438,85","1.445,12","1.420,71","","-0,24%"
"05.05.2015","1.439,63","1.436,95","1.449,83","1.433,99","","0,16%"
"04.05.2015","1.437,37","1.431,98","1.446,03","1.429,06","","0,30%"
"01.05.2015","1.433,00","1.431,97","1.433,00","1.431,97","","0,19%"
"30.04.2015","1.430,28","1.447,57","1.452,44","1.418,60","","-1,23%"
"29.04.2015","1.448,05","1.458,04","1.459,97","1.443,07","","-0,72%"
"28.04.2015","1.458,58","1.452,17","1.462,56","1.447,44","","0,39%"
"27.04.2015","1.452,91","1.435,98","1.461,19","1.433,05","","1,13%"
"24.04.2015","1.436,67","1.448,97","1.452,16","1.429,21","","-0,93%"
"23.04.2015","1.450,12","1.452,14","1.458,47","1.443,73","","-0,17%"
"22.04.2015","1.452,65","1.475,63","1.477,81","1.449,32","","-1,62%"
"21.04.2015","1.476,61","1.461,02","1.482,01","1.459,93","","1,00%"
"20.04.2015","1.461,93","1.471,47","1.474,92","1.451,85","","-0,90%"
"17.04.2015","1.475,27","1.459,71","1.478,02","1.453,83","","0,99%"
"16.04.2015","1.460,80","1.476,59","1.489,91","1.456,98","","-1,15%"
"15.04.2015","1.477,76","1.488,44","1.504,30","1.475,27","","-0,77%"
"14.04.2015","1.489,25","1.509,51","1.512,39","1.486,48","","-1,38%"
"13.04.2015","1.510,02","1.518,50","1.523,14","1.506,41","","-0,50%"
"10.04.2015","1.517,55","1.501,52","1.525,35","1.500,81","","0,96%"
"09.04.2015","1.503,06","1.507,11","1.511,16","1.498,04","","-0,35%"
"08.04.2015","1.508,30","1.510,87","1.513,90","1.494,41","","-0,26%"
"07.04.2015","1.512,23","1.514,67","1.519,43","1.505,83","","-0,26%"
"06.04.2015","1.516,13","1.506,70","1.525,12","1.506,70","","0,29%"
"03.04.2015","1.511,75","1.508,86","1.512,84","1.492,11","","0,11%"
"02.04.2015","1.510,03","1.518,57","1.525,37","1.502,03","","-0,62%"
"01.04.2015","1.519,44","1.500,74","1.522,38","1.497,07","","1,18%"
"31.03.2015","1.501,69","1.502,95","1.517,85","1.495,05","","-0,13%"
"30.03.2015","1.503,64","1.510,13","1.512,63","1.494,88","","-0,52%"
"27.03.2015","1.511,51","1.503,34","1.513,32","1.491,11","","0,49%"
"26.03.2015","1.504,08","1.495,80","1.517,79","1.493,72","","0,52%"
"25.03.2015","1.496,35","1.490,36","1.501,86","1.482,63","","0,36%"
"24.03.2015","1.490,97","1.489,04","1.493,70","1.482,40","","0,08%"
"23.03.2015","1.489,74","1.484,11","1.493,79","1.479,74","","0,36%"
"20.03.2015","1.484,38","1.488,85","1.493,87","1.480,43","","-0,35%"
"19.03.2015","1.489,65","1.466,49","1.494,78","1.464,08","","1,52%"
"18.03.2015","1.467,33","1.470,10","1.486,98","1.462,76","","-0,22%"
"17.03.2015","1.470,52","1.473,89","1.479,76","1.459,95","","-0,30%"
"16.03.2015","1.474,96","1.482,02","1.489,25","1.468,45","","-0,32%"
"13.03.2015","1.479,74","1.462,95","1.482,33","1.462,29","","1,10%"
"12.03.2015","1.463,71","1.472,69","1.483,63","1.458,12","","-0,64%"
"11.03.2015","1.473,18","1.473,37","1.479,40","1.462,06","","-0,08%"
"10.03.2015","1.474,43","1.470,46","1.479,62","1.460,94","","0,23%"
"09.03.2015","1.471,03","1.472,79","1.480,37","1.467,84","","-0,18%"
"06.03.2015","1.473,63","1.495,50","1.499,41","1.467,37","","-1,52%"
"05.03.2015","1.496,36","1.490,89","1.509,34","1.485,85","","0,31%"
"04.03.2015","1.491,80","1.503,19","1.512,59","1.487,09","","-0,81%"
"03.03.2015","1.504,02","1.512,25","1.517,22","1.495,72","","-0,60%"
"02.03.2015","1.513,10","1.512,90","1.530,49","1.509,59","","-0,29%"
"27.02.2015","1.517,47","1.512,95","1.524,23","1.501,85","","0,25%"
"26.02.2015","1.513,69","1.497,58","1.520,06","1.495,73","","1,04%"
"25.02.2015","1.498,11","1.497,57","1.511,91","1.493,23","","-0,02%"
"24.02.2015","1.498,46","1.510,34","1.518,68","1.496,53","","-0,80%"
"23.02.2015","1.510,61","1.504,81","1.523,17","1.498,08","","0,31%"
"20.02.2015","1.505,87","1.507,30","1.521,75","1.494,62","","-0,16%"
"19.02.2015","1.508,22","1.509,66","1.531,89","1.505,53","","-0,14%"
"18.02.2015","1.510,35","1.497,98","1.510,66","1.487,16","","0,76%"
"17.02.2015","1.498,98","1.534,57","1.538,99","1.492,25","","-2,36%"
"16.02.2015","1.535,22","1.527,66","1.539,44","1.527,05","","0,29%"
"13.02.2015","1.530,77","1.526,85","1.541,40","1.526,13","","0,19%"
"12.02.2015","1.527,83","1.539,14","1.552,06","1.521,16","","-0,80%"
"11.02.2015","1.540,09","1.552,35","1.564,22","1.535,28","","-0,82%"
"10.02.2015","1.552,86","1.543,73","1.557,60","1.537,44","","0,52%"
"09.02.2015","1.544,79","1.546,44","1.556,80","1.537,16","","-0,06%"
"06.02.2015","1.545,75","1.571,83","1.580,31","1.536,51","","-1,72%"
"05.02.2015","1.572,84","1.595,48","1.602,57","1.560,82","","-1,47%"
"04.02.2015","1.596,27","1.564,04","1.600,42","1.559,00","","2,00%"
"03.02.2015","1.565,04","1.600,85","1.621,52","1.555,63","","-2,25%"
"02.02.2015","1.601,03","1.633,58","1.634,27","1.594,01","","-2,05%"
"30.01.2015","1.634,62","1.585,20","1.634,88","1.585,08","","3,03%"
"29.01.2015","1.586,59","1.609,50","1.611,11","1.582,18","","-1,49%"
"28.01.2015","1.610,57","1.601,95","1.613,32","1.596,06","","0,52%"
"27.01.2015","1.602,20","1.597,60","1.608,06","1.587,59","","0,24%"
"26.01.2015","1.598,42","1.609,65","1.618,04","1.585,45","","-0,59%"
"23.01.2015","1.607,95","1.611,32","1.617,95","1.593,80","","-0,27%"
"22.01.2015","1.612,32","1.595,22","1.619,69","1.577,71","","1,04%"
"21.01.2015","1.595,75","1.567,53","1.602,84","1.556,31","","1,72%"
"20.01.2015","1.568,83","1.524,51","1.569,51","1.522,79","","2,89%"
"19.01.2015","1.524,70","1.533,01","1.534,62","1.520,43","","-0,61%"
"16.01.2015","1.534,13","1.509,09","1.537,30","1.500,84","","1,60%"
"15.01.2015","1.509,95","1.468,28","1.511,40","1.465,64","","2,83%"
"14.01.2015","1.468,36","1.470,47","1.486,62","1.465,58","","-0,22%"
"13.01.2015","1.471,55","1.475,73","1.490,19","1.467,63","","-0,36%"
"12.01.2015","1.476,88","1.449,30","1.478,82","1.446,84","","1,72%"
"09.01.2015","1.451,87","1.429,65","1.454,05","1.427,15","","1,51%"
"08.01.2015","1.430,31","1.430,43","1.438,34","1.420,70","","-0,07%"
"07.01.2015","1.431,33","1.441,61","1.445,68","1.429,32","","-0,78%"
"06.01.2015","1.442,52","1.416,26","1.444,07","1.411,15","","1,78%"
"05.01.2015","1.417,33","1.400,14","1.419,62","1.394,05","","1,20%"
"02.01.2015","1.400,59","1.371,96","1.402,17","1.364,63","","2,00%"
